"41splitHere46","551921splitHere46","Manifest-Version: 1.0<newline46mondego>Bundle-ManifestVersion: 2<newline46mondego>Bundle-Name: My-plugin<newline46mondego>Bundle-SymbolicName: com.mycompany.mypluginname<newline46mondego>Bundle-Version: 1.0.0<newline46mondego>Bundle-Vendor: MyCompany<newline46mondego>Bundle-RequiredExecutionEnvironment: JavaSE-1.6<newline46mondego>Service-Component: <newline46mondego>Import-Package: org.apache.log4j;version=<doubleQuotes46>1.2.14<doubleQuotes46> (, separated etc)<newline46mondego>Export-Package: com.mycompany.mypluginname.myapipackage;version=<doubleQuotes46>1.0.0<doubleQuotes46><newline46mondego>"
"42splitHere46","552321splitHere46","class Foo {<newline46mondego>    private String[] bar = <some array contents>;<newline46mondego><newline46mondego>    public String[] getBar() {<newline46mondego>        return bar == null ? bar : Arrays.copyOf(bar);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"43splitHere46","553144splitHere46","jboss-EJB-3.0_Embeddable_ALPHA_9.zip"
"44splitHere46","553144splitHere46","jboss-ejb3-all.jar"
"45splitHere46","553144splitHere46","thirdparty-all.jar"
"46splitHere46","553144splitHere46","nkl"
"47splitHere46","553144splitHere46","mvn install:install-file \<newline46mondego>    -Dfile=jboss-ejb3-all.jar \<newline46mondego>    -DgroupId=nkl.jboss.embedded \<newline46mondego>    -DartifactId=jboss-ejb3-all \<newline46mondego>    -Dversion=3.0-alpha-9<newline46mondego><newline46mondego>mvn install:install-file \<newline46mondego>    -Dfile=thirdparty-all.jar \<newline46mondego>    -DgroupId=nkl.jboss.embedded \<newline46mondego>    -DartifactId=thirdparty-all \<newline46mondego>    -Dversion=3.0-alpha-9<newline46mondego>"
"48splitHere46","553144splitHere46","pom.xml"
"49splitHere46","553144splitHere46","<dependency><newline46mondego>      <groupId>nkl.jboss.embedded</groupId><newline46mondego>      <artifactId>jboss-ejb3-all</artifactId><newline46mondego>      <version>3.0-alpha-9</version><newline46mondego>    </dependency><newline46mondego>    <dependency><newline46mondego>      <groupId>nkl.jboss.embedded</groupId><newline46mondego>      <artifactId>thirdparty-all</artifactId><newline46mondego>      <version>3.0-alpha-9</version><newline46mondego>    </dependency><newline46mondego>"
"50splitHere46","553144splitHere46","conf"
"51splitHere46","553144splitHere46","src/main/resources"
"52splitHere46","553144splitHere46","default.persistence.properties"
"53splitHere46","553144splitHere46","ejb3-interceptors-aop.xml"
"54splitHere46","553144splitHere46","embedded-jboss-beans.xml"
"55splitHere46","553144splitHere46","jndi.properties"
"56splitHere46","553144splitHere46","beans.xml"
"57splitHere46","553144splitHere46","persistence.xml"
"58splitHere46","553144splitHere46","src/main/resources/META-INF"
"59splitHere46","553144splitHere46","<?xml version=<doubleQuotes46>1.0<doubleQuotes46> encoding=<doubleQuotes46>UTF-8<doubleQuotes46>?><newline46mondego><deployment xmlns:xsi=<doubleQuotes46>http://www.w3.org/2001/XMLSchema-instance<doubleQuotes46><newline46mondego>  xsi:schemaLocation=<doubleQuotes46>urn:jboss:bean-deployer bean-deployer_1_0.xsd<doubleQuotes46> xmlns=<doubleQuotes46>urn:jboss:bean-deployer<doubleQuotes46>><newline46mondego>  <bean name=<doubleQuotes46>messageDSBootstrap<doubleQuotes46> class=<doubleQuotes46>org.jboss.resource.adapter.jdbc.local.LocalTxDataSource<doubleQuotes46>><newline46mondego>    <property name=<doubleQuotes46>jndiName<doubleQuotes46>>java:/messageDS</property><newline46mondego>    <property name=<doubleQuotes46>driverClass<doubleQuotes46>>org.hsqldb.jdbcDriver<newline46mondego>    </property><newline46mondego>    <property name=<doubleQuotes46>connectionURL<doubleQuotes46>>jdbc:hsqldb:test</property><newline46mondego>    <property name=<doubleQuotes46>minSize<doubleQuotes46>>0</property><newline46mondego>    <property name=<doubleQuotes46>maxSize<doubleQuotes46>>10</property><newline46mondego>    <property name=<doubleQuotes46>blockingTimeout<doubleQuotes46>>1000</property><newline46mondego>    <property name=<doubleQuotes46>idleTimeout<doubleQuotes46>>30000</property><newline46mondego>    <property name=<doubleQuotes46>transactionManager<doubleQuotes46>><newline46mondego>      <inject bean=<doubleQuotes46>TransactionManager<doubleQuotes46> /><newline46mondego>    </property><newline46mondego>    <property name=<doubleQuotes46>cachedConnectionManager<doubleQuotes46>><newline46mondego>      <inject bean=<doubleQuotes46>CachedConnectionManager<doubleQuotes46> /><newline46mondego>    </property><newline46mondego>    <property name=<doubleQuotes46>initialContextProperties<doubleQuotes46>><newline46mondego>      <inject bean=<doubleQuotes46>InitialContextProperties<doubleQuotes46> /><newline46mondego>    </property><newline46mondego>  </bean><newline46mondego>  <bean name=<doubleQuotes46>messageDS<doubleQuotes46> class=<doubleQuotes46>java.lang.Object<doubleQuotes46>><newline46mondego>    <constructor factoryMethod=<doubleQuotes46>getDatasource<doubleQuotes46>><newline46mondego>      <factory bean=<doubleQuotes46>messageDSBootstrap<doubleQuotes46> /><newline46mondego>    </constructor><newline46mondego>  </bean><newline46mondego></deployment><newline46mondego><newline46mondego><persistence xmlns=<doubleQuotes46>http://java.sun.com/xml/ns/persistence<doubleQuotes46><newline46mondego>  xmlns:xsi=<doubleQuotes46>http://www.w3.org/2001/XMLSchema-instance<doubleQuotes46><newline46mondego>  xsi:schemaLocation=<doubleQuotes46>http://java.sun.com/xml/ns/persistence <newline46mondego>  http://java.sun.com/xml/ns/persistence/persistence_1_0.xsd<doubleQuotes46><newline46mondego>  version=<doubleQuotes46>1.0<doubleQuotes46>><newline46mondego>  <persistence-unit name=<doubleQuotes46>jpa<doubleQuotes46>><newline46mondego>    <provider>org.hibernate.ejb.HibernatePersistence</provider><newline46mondego>    <jta-data-source>java:/messageDS</jta-data-source><newline46mondego>    <properties><newline46mondego>      <property name=<doubleQuotes46>hibernate.dialect<doubleQuotes46> value=<doubleQuotes46>org.hibernate.dialect.HSQLDialect<doubleQuotes46> /><newline46mondego>      <property name=<doubleQuotes46>hibernate.show_sql<doubleQuotes46> value=<doubleQuotes46>true<doubleQuotes46> /><newline46mondego>      <property name=<doubleQuotes46>hibernate.format_sql<doubleQuotes46> value=<doubleQuotes46>true<doubleQuotes46> /><newline46mondego>      <property name=<doubleQuotes46>hibernate.hbm2ddl.auto<doubleQuotes46> value=<doubleQuotes46>create<doubleQuotes46> /><newline46mondego>    </properties><newline46mondego>  </persistence-unit><newline46mondego></persistence><newline46mondego>"
"60splitHere46","553144splitHere46","package org.nkl;<newline46mondego><newline46mondego>import java.io.File;<newline46mondego><newline46mondego>import javax.naming.InitialContext;<newline46mondego><newline46mondego>import org.jboss.ejb3.embedded.EJB3StandaloneBootstrap;<newline46mondego>import org.jboss.ejb3.embedded.EJB3StandaloneDeployer;<newline46mondego>import org.junit.Test;<newline46mondego>import org.nkl.model.MessageHandler;<newline46mondego><newline46mondego>public class BasicTest {<newline46mondego><newline46mondego>    @Test<newline46mondego>    public void testEjb() throws Exception {<newline46mondego>        EJB3StandaloneBootstrap.boot(null);<newline46mondego>        EJB3StandaloneBootstrap.deployXmlResource(<doubleQuotes46>META-INF/beans.xml<doubleQuotes46>);<newline46mondego>        EJB3StandaloneDeployer deployer = EJB3StandaloneBootstrap<newline46mondego>                .createDeployer();<newline46mondego><newline46mondego>        deployer.getArchives().add(new File(<doubleQuotes46>target/classes<doubleQuotes46>).toURI().toURL());<newline46mondego><newline46mondego>        deployer.create();<newline46mondego>        deployer.start();<newline46mondego>        InitialContext context = new InitialContext();<newline46mondego>        MessageHandler messageHandler = (MessageHandler) context<newline46mondego>                .lookup(<doubleQuotes46>MessageHandlerBean/local<doubleQuotes46>);<newline46mondego>        messageHandler.saveMessages();<newline46mondego>        messageHandler.showMessages();<newline46mondego>        EJB3StandaloneBootstrap.shutdown();<newline46mondego>    }<newline46mondego>}<newline46mondego>"
